question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
CHM-0096,JAMB,Chemistry,Periodicity,Electron Configuration,medium,2025,,Electron configuration of Chlorine atom is,,\(1s^2 2s^2 2p^6 3s^2 3p^5\),\(1s^2 2s^2 2p^6 3s^2 3p^4\),\(1s^2 2s^2 2p^6 3s^2 3p^6\),\(1s^2 2s^2 2p^5 3s^2 3p^6\),A,,jamb|2025,past-question,active
CHM-0097,JAMB,Chemistry,Electrochemistry,Electrochemical Series,medium,2025,,A table in which metals are arranged in series according to their comparative tendencies to give up their valence electrons is,,periodic table,electrochemical series,table of elements,periodicals,B,,jamb|2025,past-question,active
CHM-0098,JAMB,Chemistry,Solutions,Solubility,medium,2025,,An importance of solubility is that it,,determines the amount of solute that can dissolve in a given amount of solvent,lowers the vapour pressure of the liquid,enables us to know the chemical reactions of the gas with the liquid,raises the boiling point of liquid,A,,jamb|2025,past-question,active
CHM-0099,JAMB,Chemistry,Rates of Reaction,Radioactive Decay,medium,2025,,The disintegration of radioactive phosphorus to silicon follows the first order kinetics with rate constant \(k_1 = 3.85 \times 10^{-3}\). Determine the half life of phosphorus.,,8 s,180 s,80 s,100 s,B,,jamb|2025,past-question,active
CHM-0100,JAMB,Chemistry,Organic Chemistry,Nitrogen Compounds,medium,2025,,The compound with structural formula \(CH_3-CO-NH_2\) belongs to which class of organic compounds?,,alkylamine,alkanone,alkanamide,amino acid,C,"\(CH_3CONH_2\) (ethanamide) contains the \(-CONH_2\) functional group, characteristic of an alkanamide (amide).",jamb|2025,past-question,active
CHM-0101,JAMB,Chemistry,Organic Chemistry,Petroleum,medium,2025,,The fractions of crude oil are best separated by,,steam distillation,fractional crystallization,precipitation,fractional distillation,D,,jamb|2025,past-question,active
CHM-0102,JAMB,Chemistry,Chemical Equilibrium,Equilibrium Constant,medium,2025,,"For the reversible reaction \(X_2 + 3Y_2 \rightleftharpoons 2XY_3\), the expression for the equilibrium constant, \(K_c\), is",,\(\dfrac{[2XY_3]}{[X_2][3Y_2]}\),\(\dfrac{[X_2][3Y_2]}{[2XY_3]}\),\(\dfrac{[XY_3]^2}{[X_2][Y_2]}\),\(\dfrac{[XY_3]^2}{[X_2][Y_2]^3}\),D,"\(K_c\) is written as the concentration of products over reactants, each raised to the power of its stoichiometric coefficient: \(K_c = \dfrac{[XY_3]^2}{[X_2][Y_2]^3}\).",jamb|2025,past-question,active
CHM-0103,JAMB,Chemistry,Stoichiometry,Mole Concept,medium,2025,,How many molecules are there in 4.0 moles of glucose? [Avogadro's number = \(6.02 \times 10^{23}\)],,\(1.51 \times 10^{23}\),\(2.41 \times 10^{24}\),\(24.08 \times 10^{24}\),\(1.51 \times 10^{24}\),B,,jamb|2025,past-question,active
CHM-0104,JAMB,Chemistry,Electrochemistry,Electrolysis,medium,2025,,What is the product obtained at the anode in the electrolysis of concentrated sodium chloride using graphite electrode?,,Chlorine gas,oxygen gas,water vapour,hydrogen gas,A,,jamb|2025,past-question,active
CHM-0105,JAMB,Chemistry,Environmental Chemistry,Air Pollution,medium,2025,,Freons pollution in the air are released from,,fossil fuel,aerosol can,photosynthesis,organic decay,B,,jamb|2025,past-question,active
CHM-0106,JAMB,Chemistry,Organic Chemistry,Alkynes,medium,2025,,"In welding and cutting of metals, the organic gas commonly used in the heating process is",,methane,propene,butane,ethyne,D,,jamb|2025,past-question,active
CHM-0107,JAMB,Chemistry,Metals and Alloys,Alloys,medium,2025,,Bronze is used in making,,musical instruments and ornaments,coins and medals,electromagnets and cutlery,aircrafts and ship,A,,jamb|2025,past-question,active
CHM-0108,JAMB,Chemistry,Acids/Bases/Salts,pH Calculations,medium,2025,,"Find the hydrogen ion, \(H^+\) concentration and hydroxide ion, \(OH^-\) concentration in 0.06 \(moldm^{-3}\) solution of \(H_2SO_4\).",,\(1.2 \times 10^{-2}\) ; \(8.3 \times 10^{-13}\),\(1.2 \times 10^{-1}\) ; \(8.3 \times 10^{-13}\),\(1.2 \times 10^{-1}\) ; \(8.3 \times 10^{-14}\),\(1.2 \times 10^{-2}\) ; \(8.3 \times 10^{-14}\),C,,jamb|2025,past-question,active
CHM-0109,JAMB,Chemistry,Organic Chemistry,Alcohols,medium,2025,,"After breathing in a test tube that contains acidified \(K_2Cr_2O_7\), a man noticed a change in the colour of the acidified \(K_2Cr_2O_7\) from orange to green. This suggests the presence of",,alkanoic acid,alkanal,alkanol,alkanone,C,,jamb|2025,past-question,active
CHM-0110,JAMB,Chemistry,Thermodynamics,Enthalpy Changes,medium,2025,,"In the reaction represented above, \(\Delta H = +180\text{kJ/mol}\). This reaction is best described as","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20viewBox%3D%220%200%20320%20200%22%20width%3D%22320%22%20height%3D%22200%22%20font-family%3D%22Arial%2CHelvetica%2Csans-serif%22%3E%3Crect%20x%3D%220%22%20y%3D%220%22%20width%3D%22320%22%20height%3D%22200%22%20fill%3D%22%23ffffff%22/%3E%3Cline%20x1%3D%2230%22%20y1%3D%22150%22%20x2%3D%22120%22%20y2%3D%22150%22%20stroke%3D%22%23111%22%20stroke-width%3D%222%22/%3E%3Ctext%20x%3D%2235%22%20y%3D%22140%22%20font-size%3D%2210%22%3EReactants%3C/text%3E%3Cline%20x1%3D%22200%22%20y1%3D%2260%22%20x2%3D%22290%22%20y2%3D%2260%22%20stroke%3D%22%23111%22%20stroke-width%3D%222%22/%3E%3Ctext%20x%3D%22205%22%20y%3D%2250%22%20font-size%3D%2210%22%3EProducts%3C/text%3E%3Cpath%20d%3D%22M120%20150%20Q160%20100%20200%2060%22%20fill%3D%22none%22%20stroke%3D%22%23b91c1c%22%20stroke-width%3D%222%22%20marker-end%3D%22url%28%23a%29%22/%3E%3Ctext%20x%3D%22130%22%20y%3D%22110%22%20font-size%3D%2211%22%3E%26%23916%3BH%20%3D%20%2B180%20kJ/mol%3C/text%3E%3C/svg%3E",spontaneous,endothermic,exothermic,reversible,B,"A positive \(\Delta H\) means the products have more energy than the reactants, so energy is absorbed from the surroundings — this is an endothermic reaction.",jamb|2025,past-question,active
CHM-0111,JAMB,Chemistry,Organic Chemistry,Alkynes,medium,2025,,The 5th member of an alkyne series is,,\(C_5H_8\),\(C_5H_{10}\),\(C_6H_{12}\),\(C_6H_{10}\),D,,jamb|2025,past-question,active
BIO-0003,JAMB,Biology,Animal Biology/Physiology,Thermoregulation,easy,2025,,The process that brings about the cooling effect on the body of mammals is,,sweat excretion,digestion,urine formation,respiration,A,,jamb|2025,past-question,active
BIO-0004,JAMB,Biology,Cell Biology,Nucleus Function,medium,2025,,Which of the following controls protein and enzyme syntheses in the cytoplasm of the cell?,,DNA,Nucleus,Chromosome,Mitochondria,B,,jamb|2025,past-question,active
BIO-0005,JAMB,Biology,Animal Biology/Physiology,Feeding Adaptations,medium,2025,,"The mouthpart of the mosquito, which is adapted for piercing skin and sucking liquid food, is called the",,proboscis,mandible,labellum,maxilla,A,"The mosquito's proboscis is a slender, needle-like mouthpart adapted for piercing and sucking fluids.",jamb|2025,past-question,active
BIO-0006,JAMB,Biology,Ecology,Feeding Relationships,easy,2025,,A complex feeding relationship between organisms in a habitat that involves transfer of energy in form of food is,,food web,pyramid of numbers,pyramid of energy,food chain,A,,jamb|2025,past-question,active
BIO-0007,JAMB,Biology,Plant Biology,Pollination,easy,2025,,One of the characteristics of insect pollinated flowers is,,large anthers,absence of nectar,scented flowers,scentless flowers,C,,jamb|2025,past-question,active
BIO-0008,JAMB,Biology,Plant Biology,Water Uptake/Osmosis,medium,2025,,The process by which plants absorb water from the soil through their roots is,,diffusion,photosynthesis,osmosis,transpiration,C,,jamb|2025,past-question,active
BIO-0009,JAMB,Biology,Plant Biology,Pollination/Reproduction,medium,2025,,The bright colouration of the flower of a flowering plant is an adaptation for,,reproduction,growth,excretion,respiration,A,,jamb|2025,past-question,active
BIO-0010,JAMB,Biology,Animal Biology/Physiology,Endocrine System,medium,2025,,"Which endocrine gland, located at the base of the brain, is often referred to as the 'master gland' because it controls the secretion of several other endocrine glands?",,thyroid gland,adrenal gland,pituitary gland,parathyroid gland,C,The pituitary gland regulates the activity of many other endocrine glands and is therefore called the master gland.,jamb|2025,past-question,active
BIO-0011,JAMB,Biology,Animal Biology/Physiology,Nervous System,medium,2025,,One of the components of peripheral nervous system is,,cerebellum,brain,spinal cord,sensory neurones,D,,jamb|2025,past-question,active
BIO-0012,JAMB,Biology,Plant Biology,Germination,medium,2025,,When the cotyledons appear above the soil during germination is called,,epicotyl,epigeal,hypocotyl,hypogeal,B,,jamb|2025,past-question,active
BIO-0013,JAMB,Biology,Animal Biology/Physiology,Teeth/Digestion,medium,2025,,"In humans, the type of teeth specially adapted for tearing food is the",,incisor,canine,premolar,molar,B,Canines are pointed teeth adapted for gripping and tearing food.,jamb|2025,past-question,active
BIO-0014,JAMB,Biology,Ecology,Habitat/Animal Behaviour,easy,2025,,Which of these animals create their natural habitats in burrows?,,Bush rat,Dove,Chameleon,Snails,A,,jamb|2025,past-question,active
BIO-0015,JAMB,Biology,Ecology,Camouflage/Adaptation,easy,2025,,The green-brown colour of grasshopper's body in dry grass field is an adaptation for,,camouflage,predation,mating,mimicry,A,,jamb|2025,past-question,active
BIO-0016,JAMB,Biology,Reproduction,Cross-fertilization,medium,2025,,Which of the following is an advantage of cross fertilization?,,Individuals produced are less adapted to local environment,It leads to the production of healthier offspring.,It leads to inbreeding depression.,It leads to the production of weak offsprings.,B,,jamb|2025,past-question,active
BIO-0017,JAMB,Biology,Evolution,Evidence of Evolution,medium,2025,,"In most vertebrates, the common basic plan with a skull, vertebral column and a pair of girdle is an evidence of evolution from",,molecular records,fossil records,comparative anatomy,embryology,C,,jamb|2025,past-question,active
BIO-0018,JAMB,Biology,Ecology,Adaptation/Mating Behaviour,medium,2025,,Example of animal exhibiting mating colouration is,,agama lizard,variegated grasshopper,chameleon,leopard,A,,jamb|2025,past-question,active
BIO-0019,JAMB,Biology,Animal Biology/Physiology,Excretion,medium,2025,,Which of the following is the excretory organ in birds?,,Nephridia,kidneys,Malpighian tubules,Green glands,B,,jamb|2025,past-question,active
BIO-0020,JAMB,Biology,Evolution,Lamarckism,medium,2025,,Whose theory of evolution supports that characters acquired through use or disuse are transmitted to offspring?,,Darwin,Mendel,Morgan,Lamarck,D,,jamb|2025,past-question,active
BIO-0021,JAMB,Biology,Ecology,Soil Types,easy,2025,,The most suitable soil for crops cultivation in Nigeria is,,laterite,loamy,sandy,clayey,B,,jamb|2025,past-question,active
BIO-0022,JAMB,Biology,Plant Biology,Flower Structure/Terminology,medium,2025,,"When calyx of a flower is joined together, it is called",,gamosepalous,polypetalous,gamopetalous,polysepalous,A,,jamb|2025,past-question,active
BIO-0023,JAMB,Biology,Animal Biology/Physiology,Diseases,medium,2025,,Which of the following statements about poliomyelitis is correct?,,It affects both young and old.,It is a bacterial disease.,There is no vaccination against the disease.,It is capable of paralysing the limbs.,D,,jamb|2025,past-question,active
BIO-0024,JAMB,Biology,Genetics,Monohybrid Cross,medium,2025,,What is the phenotype of the offspring produced in F\(_1\)?,,Homozygous tall,Homozygous short,Heterozygous short,Heterozygous tall,D,,jamb|2025,past-question,active
BIO-0025,JAMB,Biology,Plant Biology,Stem Anatomy,medium,2025,,The cortex of a herbaceous stem is made up of,,sclerenchyma and collenchyma,collenchyma and xylem,sclerenchyma and parenchyma,parenchyma and collenchyma,D,,jamb|2025,past-question,active
BIO-0026,JAMB,Biology,Classification/Taxonomy,Plant Classification,medium,2025,,The most advanced spermatophyte that forms the largest group of plant kingdom is the,,fern,angiosperm,cones,gymnosperm,B,,jamb|2025,past-question,active
BIO-0027,JAMB,Biology,Animal Biology/Physiology,Transport Systems,medium,2025,,Which of the following is a medium of transportation in animal cells?,,Latex,Cytoplasm,Cell sap,Blood,D,,jamb|2025,past-question,active
BIO-0028,JAMB,Biology,Cell Biology,Cell Structure/Organelles,medium,2025,,Which cell organelle contains the chromosomes and controls the cell's hereditary characteristics?,,mitochondrion,ribosome,Golgi body,nucleus,D,The nucleus houses the chromosomes (DNA) and controls the hereditary characteristics and activities of the cell.,jamb|2025,past-question,active
BIO-0029,JAMB,Biology,Ecology,Habitats,easy,2025,,Which of these is an estuarine habitat?,,Lagoon,River,Lakes,Ocean,A,,jamb|2025,past-question,active
BIO-0030,JAMB,Biology,Animal Biology/Physiology,Feeding Adaptations,medium,2025,,The mouth parts of a grasshopper are adapted for,,piercing and sucking,sucking and chewing,biting and chewing,biting and sucking,C,,jamb|2025,past-question,active
BIO-0031,JAMB,Biology,Ecology,Population Dynamics,medium,2025,,The following are factors that affect the population growth of an organism except,,predator,food shortage,natality,disease,C,,jamb|2025,past-question,active
BIO-0032,JAMB,Biology,Ecology,Succession,easy,2025,,"In ecological succession, the final stable community is called",,climax,secondary,serial,pioneer,A,,jamb|2025,past-question,active
BIO-0033,JAMB,Biology,Animal Biology/Physiology,Skin/Integumentary System,medium,2025,,The innermost layer of mammalian epidermis is,,capillaries layer,cornified layer,granular layer,Malpighian layer,D,,jamb|2025,past-question,active
BIO-0034,JAMB,Biology,Genetics,Monohybrid Cross Probability,medium,2025,,"In a cross involving a heterozygous red flower plant (Rr) and a white flowered plant (rr), what is the probability that the offspring will be Rr?",,\(\frac{1}{2}\),1,\(\frac{1}{4}\),2,A,,jamb|2025,past-question,active
BIO-0035,JAMB,Biology,Cell Biology,Organelles,medium,2025,,The structure that helps in the formation of cilia and flagella is,,plastid,centriole,golgi bodies,lysosome,B,,jamb|2025,past-question,active
BIO-0036,JAMB,Biology,Animal Biology/Physiology,Skeletal System,medium,2025,,The vertebrate bone responsible for the attachment of the abdominal muscles is,,sacral,thoracic,lumbar,cervical,C,,jamb|2025,past-question,active
BIO-0037,JAMB,Biology,Animal Biology/Physiology,Teeth/Digestion,easy,2025,,The canine teeth are prominent in which group of animals?,,Carnivores,Parasites,Herbivores,Omnivores,A,,jamb|2025,past-question,active
BIO-0038,JAMB,Biology,Plant Biology,Transport in Plants,medium,2025,,Translocation of manufactured food in plants is through the,,pericycle,phloem cells,endodermis,xylem vessels,B,,jamb|2025,past-question,active
BIO-0039,JAMB,Biology,Evolution,Evolutionary Trends,medium,2025,,The most advanced organism in an evolutionary trend among the following is,,planaria,paramecium,earthworm,hydra,C,,jamb|2025,past-question,active
BIO-0040,JAMB,Biology,Ecology,Plant Adaptations,medium,2025,,One of the following adapts baobab tree to savanna habitat.,,Presence of deciduous stem,Presence of tap roots,Presence of broadleaves,Presence of thick bark,D,,jamb|2025,past-question,active
BIO-0041,JAMB,Biology,Genetics,Inherited Disorders,medium,2025,,Albinism is a disorder caused by,,under production of sebum,over secretion of sebum,recessive genes,over production of melanin,C,,jamb|2025,past-question,active
BIO-0042,JAMB,Biology,Animal Biology/Physiology,Nervous System/Reflexes,easy,2025,,An example of a reflex action is,,writing,talking,coughing,walking,C,,jamb|2025,past-question,active
BIO-0043,JAMB,Biology,Evolution,Vestigial Structures,medium,2025,,Which of the following is an example of vestigial structure?,,Elephant trunk,Human appendix,Bird wings,Fish gills,B,,jamb|2025,past-question,active
BIO-0044,JAMB,Biology,Genetics,DNA Structure,medium,2025,,The correct base pair in DNA molecule is,,cytosine - adenine,cytosine - thymine,guanine - adenine,adenine - thymine,D,,jamb|2025,past-question,active
BIO-0045,JAMB,Biology,Ecology,Competition/Natural Selection,medium,2025,,Population replacement among species of organisms in a given habitat under competition is due to,,survival of the fittest,climax community,natural selection,dominant population,C,,jamb|2025,past-question,active
BIO-0046,JAMB,Biology,Evolution,Evidence of Evolution,medium,2025,,Appendix in humans and caecum in herbivores are evidences of evolution from,,vestigial organ,fossil records,comparative anatomy,embryology,A,,jamb|2025,past-question,active
BIO-0047,JAMB,Biology,Ecology,Camouflage/Adaptation,medium,2025,,A form of adaptive colouration that helps animals to remain unnoticed is,,hibernation,aestivation,migration,countershading,D,,jamb|2025,past-question,active
BIO-0048,JAMB,Biology,Genetics,Biotechnology/GMO,medium,2025,,Genetically Modified Organisms (GMO) food products are of benefit to farmers because they are,,resistant crop varieties,susceptible to diseases,of low quality,low yielding varieties,A,,jamb|2025,past-question,active
BIO-0049,JAMB,Biology,Genetics,Variation,easy,2025,,The variation that can be applied in crime detection is,,tongue rolling,height,colour,fingerprints,D,,jamb|2025,past-question,active
BIO-0050,JAMB,Biology,Ecology,Vegetation Zones (Nigeria),medium,2025,,The date palm is commonly planted in Sahel zone of,,Katsina,Borno,Plateau,Taraba,B,,jamb|2025,past-question,active
BIO-0051,JAMB,Biology,Plant Biology,Flower Structure,medium,2025,,The region of a flower stalk attached to flower parts is,,corolla,pedicel,calyx,receptacle,D,,jamb|2025,past-question,active
