question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-1990-009,JAMB,Mathematics,Past Questions,,medium,1990,,Simplify 27 + 3/3,,43,4/3,33,3/4,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,9,yes,no,no
MTH-1990-010,JAMB,Mathematics,Past Questions,,medium,1990,,"Simplify 3Log 9 + Log 12 + Log 64 – Log 72
6 6 6 6",,5,7776,Log 31,"(7776)6
6",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,10,yes,no,no
MTH-1990-011,JAMB,Mathematics,Past Questions,,medium,1990,,"Simplify (1 + 1 ) -1
x-1 y-1",,x/y,xy,y/x,(xy)-1,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,11,yes,no,no
MTH-1990-012,JAMB,Mathematics,Past Questions,,medium,1990,,"If a = 2, b = -2 and c = -1/2,
evaluate (ab2 – bc2) (a2c - abc)",,0,28,–30,34,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,12,yes,no,no
MTH-1990-013,JAMB,Mathematics,Past Questions,,medium,1990,,"Y varies inversely as x2 and X varies directly as Z2. find
the relationship between Y and Z, if C is a constant.",,Z2y = C,Y = CZ2,Y = CZ2,Y= C,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,13,yes,no,no
MTH-1990-014,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the value of r in terms of p and q in the following
equation
P/2 = (r/(r+q)",,r = q,"pq2
2 - p 2 2 - q2",r = p2q2,"p
2 - pq q(2-p)",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,14,yes,no,no
MTH-1990-015,JAMB,Mathematics,Past Questions,,medium,1990,,"If f(x - 4) = x2 + 2x + 3, find f(2)",,6,11,27,51,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,15,yes,no,no
MTH-1990-016,JAMB,Mathematics,Past Questions,,medium,1990,,Factorize 9(x + y)2 – 4(x - y)2,,(x+ y) (5x+ y),(x+ y)2,(x+ 5y) (5x+ y),5(x+ y)2,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,16,yes,no,no
MTH-1990-017,JAMB,Mathematics,Past Questions,,medium,1990,,"If a2 + b2 = 16 and 2ab = 7 find all the possible values of
(a – b )",,"3, -3","2, -2","1, -1","3, -1",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,17,yes,no,no
MTH-1990-018,JAMB,Mathematics,Past Questions,,medium,1990,,Divide x3 – 2x2 – 5x + 6 by (x - 1),,x2 – x –6,x2 – 5x + 6,x2 – 7x + 6,x2 – 5x - 6,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,18,yes,no,no
MTH-1990-019,JAMB,Mathematics,Past Questions,,medium,1990,,"If x + = 4, find the x2 + 1/x",,16,14,12,9,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,19,yes,no,no
MTH-1990-020,JAMB,Mathematics,Past Questions,,medium,1990,,"What must be added to 4x2 – 4 to make it a perfect
square?",,-1/x2,1/x2,1,-1,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,20,yes,no,no
MTH-1990-021,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the solution of the equation
x – 8 x + 15 = 0",,"3, 5","–3, -5","9, 25","–9, 25",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,21,yes,no,no
MTH-1990-022,JAMB,Mathematics,Past Questions,,medium,1990,,"The lengths of the sides of a right-angled triangle are
xcm. (3x-1)cm and (3x + 1)cm. Find x",,5,7,8,12,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,22,yes,no,no
MTH-1990-023,JAMB,Mathematics,Past Questions,,medium,1990,,"The perimeter of a rectangular lawn is 24m, if the area of
the lawn is 35m2, how wide is the lawn?",,5m,7m,12m,14m,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,25,23,yes,no,no
MTH-1990-025,JAMB,Mathematics,Past Questions,,medium,1990,,"Simplify x + y - x2
(x+y) (x-y) (x2 - y2)",,x2,"y2
x2 - y2 x2 - y2",x,"y
x2 - y 2 x2 - y2",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,25,yes,no,no
MTH-1990-026,JAMB,Mathematics,Past Questions,,medium,1990,,"Given that x2 + y2 + z2 = 194, calculate z if x = 7 and y = 3",,10,8,12.2,13.4,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,26,yes,no,no
MTH-1990-027,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the sum of the first twenty terms of the arithmetic
progression Log a, Log a2, Log a3",,log a20,log a21,log a200,log a210,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,27,yes,no,no
MTH-1990-024,JAMB,Mathematics,Past Questions,,medium,1990,,"A carpainter charges #40.00 per day for himself and
#10.00 per day for his assistant. If a fleet of a cars were
painted for #2,000.00 and the painter worked 10 days
more than his assistant, how much did the assistant
receive?",,#32.00,#320.00,,,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,24,yes,yes,no
MTH-1990-028,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the sum of the first 18 terms of the progression 3,
6, 12 ………..",,3(217 - 1),3(218 ) - 1 ),3(218 + 1),3(218 - 1),,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,28,yes,no,no
MTH-1990-029,JAMB,Mathematics,Past Questions,,medium,1990,,"y
-1 0 2 x
What is the equation of the quadratic function
represented by the graph above?",,y = x2 + x - 2,y = x2 – x –2,y = -x2 – x + 2,y = -x + x + 2,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,29,yes,no,yes
MTH-1990-030,JAMB,Mathematics,Past Questions,,medium,1990,,At what value of x is the function x2 + x + 1 minimum?,,-1,–1/2,½,1,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,30,yes,no,no
MTH-1990-031,JAMB,Mathematics,Past Questions,,medium,1990,,"Q
R
P S
In the diagram above, the area of PQRS is 73.5cm2 and
its height is 10.5cm. find the length of PS if QR is one-
third of PS.",,21cm,"171/ cm
2",14cm,"101/ cm
2",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,31,yes,no,yes
MTH-1990-032,JAMB,Mathematics,Past Questions,,medium,1990,,"The angle of a sector of a circle, radius 10.5cm, is 480.
calculate the perimeter of the sector",,8.8cm,25.4cm,25.6cm,29.8cm,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,32,yes,no,no
MTH-1990-033,JAMB,Mathematics,Past Questions,,medium,1990,,"3
100O
In the figure above PS = QS and QSR = 1000, find QPR",,400,500,800,1000,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,33,yes,no,yes
MTH-1990-034,JAMB,Mathematics,Past Questions,,medium,1990,,"In triangle XYZ and XQP, XP= 4cm, XQ= 5cm and PQ =
QY = 3ccm. Find ZY",,8cm,6ccm,4cm,3cm,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,34,yes,no,no
MTH-1990-035,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the length of a side of a rhombus whose diagonals
are 6cm and 8cm.",,8cm,5cm,4cm,3cm,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,35,yes,no,no
MTH-1990-036,JAMB,Mathematics,Past Questions,,medium,1990,,"Each of the interior angles of a regular polygon is 1400.
how many sides has the polygon?",,9,8,7,5,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,36,yes,no,no
MTH-1990-037,JAMB,Mathematics,Past Questions,,medium,1990,,"S
R
81O x 22O
P T
Q
In the figure above, PQRS is a circle. If PQT and SRT
are straight lines, find the value of x.",,590,770,1030,1210,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,26,37,yes,no,yes
MTH-1990-038,JAMB,Mathematics,Past Questions,,medium,1990,,"In a regular pentagon, PQRST, PR intersects QS at O.
calculate RQS.",,360,720,1080,1440,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,38,yes,no,no
MTH-1990-039,JAMB,Mathematics,Past Questions,,medium,1990,,"If cos q = 12/13, find 1 + cot2 q",,169/25,25/169,169/144,144/169,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,39,yes,no,no
MTH-1990-040,JAMB,Mathematics,Past Questions,,medium,1990,,"X
8 cm
Y Z
In the figure above, YXZ = 300, XYZ = 1050 and XY =
8cm. Calculate YZ.",,162cm,82cm,42cm,22cm,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,40,yes,no,yes
MTH-1990-041,JAMB,Mathematics,Past Questions,,medium,1990,,"In the figure above PQR is a semicircle. Calculate the
area of the shaded region.",,1252/ cm2,"1492/ cm2
7 7",2431/ cm2,"2671/ cm2
7 2",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,41,yes,no,yes
MTH-1990-042,JAMB,Mathematics,Past Questions,,medium,1990,,"A cylindrical pipe, made of metal is 3cm, thick if the
internal radius of the pipe is 10cm. Find the volume of
metal used in making 3m of the pipe",,153cm3,207cm3,"15,300cm3","20,700cm3",,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,42,yes,no,no
MTH-1990-043,JAMB,Mathematics,Past Questions,,medium,1990,,"If the height of two circular cylinders are in the ratio 2:3
and their base radii are in the ratio 9. what is the ratio of
their volume",,27:32,27:23,23:32,21:27,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,43,yes,no,no
MTH-1990-044,JAMB,Mathematics,Past Questions,,medium,1990,,"4 cm
6 cm
6 cm
Find the curved surface area of the frustrum in the figure.",,16 10cm,20 10,24,,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,44,yes,yes,no
MTH-1990-045,JAMB,Mathematics,Past Questions,,medium,1990,,"The locus of a point which moves so that it is
equidistant from two intersecting straight lines is the",,perpendicular bisector of the two lines,angle bisector of the two lines,bisector of the two lines,line parallel to the two lines,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,45,yes,no,no
MTH-1990-046,JAMB,Mathematics,Past Questions,,medium,1990,,"4, 16, 30, 20, 10, 14 and 26 are represented on a pie chart.
Find the sum of the angles of the sectors representing
all numbers equal to or greater than 16.",,480,840,920,2760,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,46,yes,no,yes
MTH-1990-047,JAMB,Mathematics,Past Questions,,medium,1990,,"The mean of ten positive numbers is 16. when another
number is added, the mean becomes 18. find the
eleventh number.",,3,16,18,30,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,47,yes,no,no
MTH-1990-048,JAMB,Mathematics,Past Questions,,medium,1990,,"Below are the scores of a group of students in a test.
If the average score is 3.5, find the value of x.",,1,2,3,4,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,48,yes,no,no
MTH-1990-049,JAMB,Mathematics,Past Questions,,medium,1990,,"Two numbers are removed at random from the numbers
1,2,3 and 4. what is the probability that the sum of the
numbers removed is even?",,2/3,½,1/3,¼,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,49,yes,no,no
MTH-1990-050,JAMB,Mathematics,Past Questions,,medium,1990,,"Find the probability that a number selected at random
from 41 to 56 is a multiple of 9",,1/9,2/15,3/16,7/8,,,,mathematics|jamb|1990|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,27,50,yes,no,no
MTH-1991-001,JAMB,Mathematics,Past Questions,,medium,1991,,"Simplify 31/ – 11/ x 2/ + 12/
3 4 3 5",,217/30,39/10,41/10,4 11/36,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,1,yes,no,no
MTH-1991-002,JAMB,Mathematics,Past Questions,,medium,1991,,"If 2257 is the result of subtracting 4577 from 7056 in base
n, find n.",,8,9,10,11,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,2,yes,no,no
MTH-1991-003,JAMB,Mathematics,Past Questions,,medium,1991,,"Find correct to 3 decimal places
( 1  1
0.05 5.005 - (0.05X2.05)",,99.998,98.999,89.899,9.998,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,3,yes,no,no
MTH-1991-004,JAMB,Mathematics,Past Questions,,medium,1991,,Express 62/3 as a decimal correct to 3 significant figures.,,20.6,20.667,20.67,20.7,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,4,yes,no,no
MTH-1991-005,JAMB,Mathematics,Past Questions,,medium,1991,,"Factory P produces 20,000 bags of cement per day while
factory Q produces 15,000 bags per day. If P reduces
production by 5% and Q increases production by 5%
determine the effective loss in the number of bags
produced per day by the two factories.",,250,750,1000,1250,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,5,yes,no,no
MTH-1991-006,JAMB,Mathematics,Past Questions,,medium,1991,,"Musa borrows #10.00 at 2% per month interest and
repays #8.00 after 4 months. However much does he
still owe?",,#10.80,#10.67,#2.67,,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,6,yes,yes,no
MTH-1991-007,JAMB,Mathematics,Past Questions,,medium,1991,,"If 3 gallons of spirit containing 20% water are added to
5gallons of another spirit containing 15% water, what
percentage of the mixture is water?",,24/ %,167/ %,1815 / %,"187/ 8 %
8 8",,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,7,yes,no,no
MTH-1991-008,JAMB,Mathematics,Past Questions,,medium,1991,,What is the product of 27/5 – (3)3 and (1/5)?,,5,3,1,1/25,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,8,yes,no,no
MTH-1991-009,JAMB,Mathematics,Past Questions,,medium,1991,,Simplify 2log2/5 – log72/125 + log9,,1 – 4log 3,–1 + 2log3,–1 +5log2,1-2log2,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,9,yes,no,no
MTH-1991-010,JAMB,Mathematics,Past Questions,,medium,1991,,Rationalize (23 + 32)/(32 - 23),,5 - 2 6,5 + 2 6,5 3,5,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,10,yes,no,no
MTH-1991-011,JAMB,Mathematics,Past Questions,,medium,1991,,Simplify (1/3 + 5) – 1/3 - 5,,-1/2 5,1/2 5,–1/4 5,0,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,11,yes,no,no
MTH-1991-012,JAMB,Mathematics,Past Questions,,medium,1991,,Multiply (x2 –3x - + 1)2 by (x - a),,x3 – (3 - a)x2 + (1 + 3a)x –1,x3 – (3 - a)x2 + 3ax – a,x3 – (3 - a)x2 + (1 + 3a) – a,x3 + (3 - a)x2 + (1 + 3a) - a,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,12,yes,no,no
MTH-1991-013,JAMB,Mathematics,Past Questions,,medium,1991,,"Evaluate (Xy2 - X2y)
(x2 - xy)
when x = -2 and y = 3",,-3,–3/5,3/5,3,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,13,yes,no,no
MTH-1991-014,JAMB,Mathematics,Past Questions,,medium,1991,,"A car travels from Calabar to Enugu, a distant of pkm
with an average speed of ukm per hour and continues
to Benin, a distance of qkm, with an average speed of
wkm per hour. Find its average speed from Calabar to
Benin.",,(p+q)/(up+wq),u+w,uw(p+q)/(wp+uq),(wp+uq)/(u+wq),,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,14,yes,no,no
MTH-1991-015,JAMB,Mathematics,Past Questions,,medium,1991,,"If w varies inversely as uv/u + v and is equal to 8 when
u = 2 and v = 6, find a relationship between u, v, w.",,upw = 16(u + t),16ur = 3w(u + t),upw = 12(u + t),12upw = u + r,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,15,yes,no,no
MTH-1991-016,JAMB,Mathematics,Past Questions,,medium,1991,,If g(x = x2 + 3x ) find g(x + 1) – g(x),,(x + 2),2(x + 2),(2x + 1),(x + 4),,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,16,yes,no,no
MTH-1991-017,JAMB,Mathematics,Past Questions,,medium,1991,,Factorize m3 – m2 – m + 2,,(m2 + 1)(m - 2),(m + 1)(m + 1)(m + 2),(m + 1)(m + 1)(m - 2),(m2 + 2)(m - 1),,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,17,yes,no,no
MTH-1991-018,JAMB,Mathematics,Past Questions,,medium,1991,,Factorize 1 – (a - b)2,,(1 – a - b)(1 – a - b),(1 – a + b)(1 + a - b),(1 – a + b)(1 – a + b),(1 – a - b)(1 + a - b),,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,18,yes,no,no
MTH-1991-019,JAMB,Mathematics,Past Questions,,medium,1991,,Which of the following is a factor of rs + tr – pt –ps?,,(p - s),(s - p),(r - p),(r + p),,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,19,yes,no,no
MTH-1991-020,JAMB,Mathematics,Past Questions,,medium,1991,,"Find the two values of y which satisfy the simultaneous
equation 3x + y = 8
x2 + xy = 6",,-1 and 5,–5 and 1,1 and 5,1 and 1,,,,mathematics|jamb|1991|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,28,20,yes,no,no
